sample,page,detector_id,candidate_type,raw_confidence,x0,y0,x1,y1,width,height,center_x,center_y,has_text,text_word_count,text_char_length,text_uppercase_ratio,text_ends_colon,text_ends_question,text_ends_paren,text_ends_underscore,text_has_digit,font_size,attr_members,attr_checked,attr_filled,attr_aggregate,attr_rows,attr_cols,attr_row,attr_col,attr_caption,nearest_complementary_distance,same_page_candidate_count,row_band_count,row_band_same_type_count,matched_gold,matched_category,matched_gold_name,best_iou,best_coverage
cl01,1,label-detector,LABEL,0.85,452.9219055175781,183.44921875,515.5979614257812,187.76921892166138,62.676055908203125,4.320000171661377,484.2599334716797,185.6092188358307,1,4,18,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,155,2,1,1,LABEL,BASIC BOOK PG. NO.,0.64,0.64
cl01,1,label-detector,LABEL,0.85,452.9219055175781,138.05322265625,530.4876708984375,142.37322282791138,77.56576538085938,4.320000171661377,491.7047882080078,140.2132227420807,1,4,21,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.38,155,0,0,1,LABEL,ADVANCED BOOK PG. NO.,0.6388,0.6388
cl01,1,label-detector,LABEL,0.85,452.9219055175781,92.65771484375,531.16748046875,96.97771501541138,78.24557495117188,4.320000171661377,492.04469299316406,94.81771492958069,1,3,21,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.19,155,0,0,1,LABEL,PSYCHOTHERAPY PG. NO.,0.6365,0.6365
cl01,1,label-detector,LABEL,0.85,263.8057861328125,32.37921142578125,332.1998291015625,37.87173128128052,68.39404296875,5.492519855499268,298.0028076171875,35.125471353530884,1,2,13,1.0,0,0,0,0,0,7.0,,0,0,0,,,,,,88.21,155,0,0,0,,,0.0,0.0
cl01,2,label-detector,LABEL,0.85,56.088401794433594,740.63720703125,190.88319396972656,744.9572072029114,134.79479217529297,4.320000171661377,123.48579788208008,742.7972071170807,1,6,38,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,52.19,52,2,1,1,LABEL,"PERTINENT LAB, XRAY AND OTHER FINDINGS",0.656,0.656
cl01,2,label-detector,LABEL,0.85,316.4013977050781,740.63720703125,428.7453918457031,744.9572072029114,112.343994140625,4.320000171661377,372.5733947753906,742.7972071170807,1,4,30,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,14.32,52,2,1,1,LABEL,ANY OTHER RELEVANT INFORMATION,0.6526,0.6526
cl01,2,label-detector,LABEL,0.85,56.088401794433594,493.02288818359375,219.4515838623047,497.3428883552551,163.3631820678711,4.320000171661377,137.76999282836914,495.18288826942444,1,7,45,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,26.69,52,2,1,1,LABEL,ARE YOU CURRENTLY PRACTISING OR RECEIVING ANY COMPLEMENTARY OR ALTERNATIVE MODALITIES?,0.6607,0.6607
cl01,2,label-detector,LABEL,0.85,316.4013977050781,493.02288818359375,467.9872741699219,497.3428883552551,151.58587646484375,4.320000171661377,392.1943359375,495.18288826942444,1,7,41,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,52,2,1,1,LABEL,HAVE YOU RECENTLY BEEN DIAGNOSED WITH ANY INFECTIOUS ILLNESS?,0.6576,0.6576
cl01,2,label-detector,LABEL,0.85,71.39939880371094,465.6694030761719,83.4053955078125,469.98940324783325,12.005996704101562,4.320000171661377,77.40239715576172,467.82940316200256,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,52,10,3,0,,,0.0,0.0
cl01,2,label-detector,LABEL,0.85,112.18379211425781,465.6694030761719,121.18379211425781,469.98940324783325,9.0,4.320000171661377,116.68379211425781,467.82940316200256,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,52,10,3,0,,,0.0,0.0
cl01,2,label-detector,LABEL,0.85,331.7134094238281,465.6689147949219,343.7194519042969,469.98891496658325,12.00604248046875,4.320000171661377,337.7164306640625,467.82891488075256,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,52,10,3,0,,,0.0,0.0
cl01,2,label-detector,LABEL,0.85,372.49786376953125,465.6689147949219,381.49786376953125,469.98891496658325,9.0,4.320000171661377,376.99786376953125,467.82891488075256,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,52,10,3,0,,,0.0,0.0
cl01,2,label-detector,LABEL,0.85,263.8057861328125,32.37921142578125,332.18707275390625,37.87173128128052,68.38128662109375,5.492519855499268,297.9964294433594,35.125471353530884,1,2,13,1.0,0,0,0,0,0,7.0,,0,0,0,,,,,,63.98,52,0,0,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,715.8765258789062,141.01100158691406,720.1965260505676,85.01340103149414,4.320000171661377,98.50430107116699,718.0365259647369,1,3,22,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,13.38,181,2,0,1,LABEL,OVERALL GENERAL HEALTH,0.6292,0.6292
cl01,3,label-detector,LABEL,0.85,63.37300109863281,703.60107421875,81.70899963378906,707.9210743904114,18.33599853515625,4.320000171661377,72.54100036621094,705.7610743045807,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,102.98539733886719,703.60107421875,120.6553955078125,707.9210743904114,17.669998168945312,4.320000171661377,111.82039642333984,705.7610743045807,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,144.12989807128906,703.60107421875,179.79989624023438,707.9210743904114,35.66999816894531,4.320000171661377,161.96489715576172,705.7610743045807,1,1,9,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,666.35302734375,69.66560363769531,670.6730275154114,13.66800308227539,4.320000171661377,62.83160209655762,668.5130274295807,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,21.91,181,3,0,1,LABEL,DIET,0.5103,0.5103
cl01,3,label-detector,LABEL,0.85,65.25879669189453,654.07861328125,104.15019226074219,658.3986134529114,38.891395568847656,4.320000171661377,84.70449447631836,656.2386133670807,1,1,10,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.01,181,10,2,1,OPTION,DIET [VEGETARIAN],0.3022,0.3022
cl01,3,label-detector,LABEL,0.85,125.04279327392578,654.07861328125,179.265380859375,658.3986134529114,54.22258758544922,4.320000171661377,152.1540870666504,656.2386133670807,1,1,14,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.01,181,10,2,1,OPTION,DIET [NON-VEGETARIAN],0.343,0.343
cl01,3,label-detector,LABEL,0.85,197.79879760742188,654.07861328125,219.13479614257812,658.3986134529114,21.33599853515625,4.320000171661377,208.466796875,656.2386133670807,1,1,5,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,10,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,616.8306274414062,86.339599609375,621.1506276130676,30.341999053955078,4.320000171661377,71.16860008239746,618.9906275272369,1,1,8,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.36,181,1,0,1,LABEL,EXERCISE,0.5989,0.5989
cl01,3,label-detector,LABEL,0.85,66.53710174560547,604.55517578125,78.54309844970703,608.8751759529114,12.005996704101562,4.320000171661377,72.54010009765625,606.7151758670807,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,7,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,107.32029724121094,604.55517578125,116.32029724121094,608.8751759529114,9.0,4.320000171661377,111.82029724121094,606.7151758670807,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,7,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,567.30712890625,103.33760070800781,571.6271290779114,47.34000015258789,4.320000171661377,79.66760063171387,569.4671289920807,1,1,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.22,181,2,0,1,LABEL,HYPERTENSION,0.6181,0.6181
cl01,3,label-detector,LABEL,0.85,66.53710174560547,555.03271484375,78.54309844970703,559.3527150154114,12.005996704101562,4.320000171661377,72.54010009765625,557.1927149295807,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,27,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,107.31909942626953,555.03271484375,116.31909942626953,559.3527150154114,9.0,4.320000171661377,111.81909942626953,557.1927149295807,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,27,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,517.7847290039062,242.3431854248047,522.1047291755676,186.34558486938477,4.320000171661377,149.1703929901123,519.9447290897369,1,5,52,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,2,0,1,LABEL,"GASTROINTESTINAL (ABDOMINAL PAIN, VOMITING, DIARRHEA)",0.6447,0.6447
cl01,3,label-detector,LABEL,0.85,66.53710174560547,505.5093078613281,78.54309844970703,509.8293080329895,12.005996704101562,4.320000171661377,72.54010009765625,507.6693079471588,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,28,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,107.31909942626953,505.5093078613281,116.31909942626953,509.8293080329895,9.0,4.320000171661377,111.81909942626953,507.6693079471588,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,28,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,468.2611999511719,239.5885772705078,472.58120012283325,183.5909767150879,4.320000171661377,147.79308891296387,470.42120003700256,1,6,52,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.19,181,2,0,1,LABEL,"STRESS, DEPRESSION, ANXIETY OR PSYCHIATRIC CONDITION",0.6518,0.6518
cl01,3,label-detector,LABEL,0.85,66.53710174560547,455.9867858886719,78.54309844970703,460.30678606033325,12.005996704101562,4.320000171661377,72.54010009765625,458.14678597450256,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,27,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,107.31909942626953,455.9867858886719,116.31909942626953,460.30678606033325,9.0,4.320000171661377,111.81909942626953,458.14678597450256,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,27,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,55.99760055541992,418.7388000488281,118.56319427490234,423.0588002204895,62.56559371948242,4.320000171661377,87.28039741516113,420.8988001346588,1,3,16,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,19.19,181,2,0,1,LABEL,ARE YOU PREGNANT,0.6303,0.6303
cl01,3,label-detector,LABEL,0.85,66.53710174560547,406.4634094238281,78.54309844970703,410.7834095954895,12.005996704101562,4.320000171661377,72.54010009765625,408.6234095096588,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,107.31909942626953,406.4634094238281,116.31909942626953,410.7834095954895,9.0,4.320000171661377,111.81909942626953,408.6234095096588,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,144.30369567871094,406.4634094238281,175.30569458007812,410.7834095954895,31.001998901367188,4.320000171661377,159.80469512939453,408.6234095096588,1,2,8,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,9,2,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,56.13529968261719,369.2153015136719,81.79730224609375,373.53530168533325,25.662002563476562,4.320000171661377,68.96630096435547,371.37530159950256,1,1,6,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,19.32,181,0,0,1,LABEL,CANCER,0.5841,0.5841
cl01,3,label-detector,LABEL,0.85,71.44629669189453,351.8617858886719,83.4522933959961,356.18178606033325,12.005996704101562,4.320000171661377,77.44929504394531,354.02178597450256,1,1,3,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,5,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,112.23049926757812,351.8617858886719,121.23049926757812,356.18178606033325,9.0,4.320000171661377,116.73049926757812,354.02178597450256,1,1,2,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,181,5,1,0,,,0.0,0.0
cl01,3,label-detector,LABEL,0.85,56.13529968261719,270.16943359375,228.9580841064453,274.4894337654114,172.82278442382812,4.320000171661377,142.54669189453125,272.3294336795807,1,9,49,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,181,0,0,1,LABEL,"IF YES TO ANY LOCATION ABOVE, PLEASE EXPLAIN MORE",0.6486,0.6486
cl01,3,label-detector,LABEL,0.85,56.13529968261719,146.30712890625,233.37770080566406,150.62712907791138,177.24240112304688,4.320000171661377,144.75650024414062,148.4671289920807,1,6,48,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,181,0,0,1,LABEL,ADDITIONAL NOTES (ANY RELEVANT MEDICAL CONDITIONS),0.6448,0.6448
cl01,3,label-detector,LABEL,0.85,263.8057861328125,32.37921142578125,332.1998291015625,37.87173128128052,68.39404296875,5.492519855499268,298.0028076171875,35.125471353530884,1,2,13,1.0,0,0,0,0,0,7.0,,0,0,0,,,,,,63.95,181,0,0,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,155.3936004638672,752.95068359375,221.52259826660156,757.2706837654114,66.12899780273438,4.320000171661377,188.45809936523438,755.1106836795807,1,3,18,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,42.81,432,3,1,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,353.72711181640625,752.95068359375,430.7388916015625,757.2706837654114,77.01177978515625,4.320000171661377,392.2330017089844,755.1106836795807,1,3,22,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,41.89,432,3,1,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,681.1383666992188,42.54439926147461,734.7841725349426,0.0,53.64580583572388,42.54439926147461,707.9612696170807,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,11,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,681.1383666992188,42.54439926147461,734.7841725349426,0.0,53.64580583572388,42.54439926147461,707.9612696170807,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,11,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,681.1383666992188,42.54439926147461,734.7841725349426,0.0,53.64580583572388,42.54439926147461,707.9612696170807,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,11,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,336.1441955566406,42.54439926147461,388.1221852302551,0.0,51.9779896736145,42.54439926147461,362.1331903934479,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,12,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,336.1441955566406,42.54439926147461,388.1221852302551,0.0,51.9779896736145,42.54439926147461,362.1331903934479,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,12,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,336.1441955566406,42.54439926147461,388.1221852302551,0.0,51.9779896736145,42.54439926147461,362.1331903934479,1,2,13,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,12,2,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,37.0982666015625,42.54439926147461,115.74626970291138,0.0,78.64800310134888,42.54439926147461,76.42226815223694,1,3,19,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,7,1,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,42.54439926147461,37.0982666015625,42.54439926147461,115.74626970291138,0.0,78.64800310134888,42.54439926147461,76.42226815223694,1,3,19,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,0.0,432,7,1,0,,,0.0,0.0
cl01,4,label-detector,LABEL,0.85,263.8057861328125,32.37921142578125,332.18707275390625,37.87173128128052,68.38128662109375,5.492519855499268,297.9964294433594,35.125471353530884,1,2,13,1.0,0,0,0,0,0,7.0,,0,0,0,,,,,,8.03,432,0,0,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,180.1855010986328,740.58251953125,229.74729919433594,744.9025197029114,49.561798095703125,4.320000171661377,204.96640014648438,742.7425196170807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,162,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#1,0.6157,0.6157
cl01,5,label-detector,LABEL,0.85,273.154296875,740.58251953125,322.7160949707031,744.9025197029114,49.561798095703125,4.320000171661377,297.93519592285156,742.7425196170807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,162,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#2,0.6168,0.6168
cl01,5,label-detector,LABEL,0.85,366.12298583984375,740.58251953125,415.6847839355469,744.9025197029114,49.561798095703125,4.320000171661377,390.9038848876953,742.7425196170807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,162,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#3,0.6157,0.6157
cl01,5,label-detector,LABEL,0.85,459.09228515625,740.58251953125,508.6540832519531,744.9025197029114,49.561798095703125,4.320000171661377,483.87318420410156,742.7425196170807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,162,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#4,0.6157,0.6157
cl01,5,label-detector,LABEL,0.85,56.227500915527344,715.82080078125,95.5634994506836,720.1408009529114,39.33599853515625,4.320000171661377,75.89550018310547,717.9808008670807,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,13.04,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,105.81050109863281,715.82080078125,150.368896484375,720.1408009529114,44.55839538574219,4.320000171661377,128.0896987915039,717.9808008670807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,18.08,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,180.1855010986328,715.82080078125,216.19149780273438,720.1408009529114,36.00599670410156,4.320000171661377,198.1884994506836,717.9808008670807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,29.12,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,273.154296875,715.82080078125,309.1602783203125,720.1408009529114,36.0059814453125,4.320000171661377,291.15728759765625,717.9808008670807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,19.71,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,366.1235046386719,715.82080078125,402.1294860839844,720.1408009529114,36.0059814453125,4.320000171661377,384.1264953613281,717.9808008670807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,24.12,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,459.09228515625,715.82080078125,495.0982666015625,720.1408009529114,36.0059814453125,4.320000171661377,477.09527587890625,717.9808008670807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,24.12,162,9,5,0,,,0.0,0.0
cl01,5,label-detector,LABEL,0.85,56.227500915527344,369.1606140136719,148.01368713378906,373.48061418533325,91.78618621826172,4.320000171661377,102.1205940246582,371.32061409950256,1,3,26,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,64.92,162,2,1,1,LABEL,PATIENT'S INTERIM FEEDBACK 1,0.6387,0.6387
cl01,5,label-detector,LABEL,0.85,279.3525085449219,369.1606140136719,364.02630615234375,373.48061418533325,84.67379760742188,4.320000171661377,321.6894073486328,371.32061409950256,1,3,24,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,73.37,162,2,1,1,LABEL,PATIENT'S FINAL FEEDBACK,0.6495,0.6495
cl01,5,label-detector,LABEL,0.85,56.227500915527344,245.35302734375,95.5634994506836,249.67302751541138,39.33599853515625,4.320000171661377,75.89550018310547,247.5130274295807,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.69,162,2,1,1,LABEL,PATIENT'S INTERIM FEEDBACK 1 - HEALING NO.,0.6161,0.6161
cl01,5,label-detector,LABEL,0.85,118.20649719238281,245.35302734375,134.0980987548828,249.67302751541138,15.8916015625,4.320000171661377,126.15229797363281,247.5130274295807,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,42.85,162,2,1,1,LABEL,PATIENT'S INTERIM FEEDBACK 1 - DATE,0.5337,0.5337
cl01,5,label-detector,LABEL,0.85,56.227500915527344,195.830078125,148.01368713378906,200.15007829666138,91.78618621826172,4.320000171661377,102.1205940246582,197.9900782108307,1,3,26,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,162,1,0,1,LABEL,PATIENT'S INTERIM FEEDBACK 2,0.6387,0.6387
cl01,5,label-detector,LABEL,0.85,56.227500915527344,72.02288818359375,95.5634994506836,76.34288835525513,39.33599853515625,4.320000171661377,75.89550018310547,74.18288826942444,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.69,162,4,3,1,LABEL,PATIENT'S INTERIM FEEDBACK 2 - HEALING NO.,0.6066,0.6066
cl01,5,label-detector,LABEL,0.85,118.20649719238281,72.02288818359375,134.0980987548828,76.34288835525513,15.8916015625,4.320000171661377,126.15229797363281,74.18288826942444,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,42.85,162,4,3,1,LABEL,PATIENT'S INTERIM FEEDBACK 2 - DATE,0.5255,0.5255
cl01,5,label-detector,LABEL,0.85,279.3525085449219,72.02288818359375,318.6885070800781,76.34288835525513,39.33599853515625,4.320000171661377,299.0205078125,74.18288826942444,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.69,162,4,3,1,LABEL,PATIENT'S FINAL FEEDBACK - HEALING NO.,0.6066,0.6066
cl01,5,label-detector,LABEL,0.85,341.3315124511719,72.02288818359375,357.2231140136719,76.34288835525513,15.8916015625,4.320000171661377,349.2773132324219,74.18288826942444,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,24.96,162,4,3,1,LABEL,PATIENT'S FINAL FEEDBACK - DATE,0.5255,0.5255
cl01,5,label-detector,LABEL,0.85,263.8057861328125,32.37921142578125,332.1998291015625,37.87173128128052,68.39404296875,5.492519855499268,298.0028076171875,35.125471353530884,1,2,13,1.0,0,0,0,0,0,7.0,,0,0,0,,,,,,28.35,162,0,0,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,180.18600463867188,740.58349609375,229.747802734375,744.9034962654114,49.561798095703125,4.320000171661377,204.96690368652344,742.7434961795807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,150,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#1,0.6157,0.6157
cl01,6,label-detector,LABEL,0.85,273.15478515625,740.58349609375,322.7165832519531,744.9034962654114,49.561798095703125,4.320000171661377,297.93568420410156,742.7434961795807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,150,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#2,0.6168,0.6168
cl01,6,label-detector,LABEL,0.85,366.1235046386719,740.58349609375,415.685302734375,744.9034962654114,49.561798095703125,4.320000171661377,390.90440368652344,742.7434961795807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,150,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#3,0.6157,0.6157
cl01,6,label-detector,LABEL,0.85,459.09228515625,740.58349609375,508.6540832519531,744.9034962654114,49.561798095703125,4.320000171661377,483.87318420410156,742.7434961795807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,16.25,150,3,3,1,LABEL,SYMPTOM IMPROVEMENT symptomName#4,0.6157,0.6157
cl01,6,label-detector,LABEL,0.85,56.227500915527344,715.82177734375,95.5634994506836,720.1417775154114,39.33599853515625,4.320000171661377,75.89550018310547,717.9817774295807,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,13.04,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,105.81099700927734,715.82177734375,150.369384765625,720.1417775154114,44.558387756347656,4.320000171661377,128.09019088745117,717.9817774295807,1,2,12,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,18.08,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,180.18600463867188,715.82177734375,216.19200134277344,720.1417775154114,36.00599670410156,4.320000171661377,198.18900299072266,717.9817774295807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,29.12,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,273.15478515625,715.82177734375,309.1607666015625,720.1417775154114,36.0059814453125,4.320000171661377,291.15777587890625,717.9817774295807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,19.71,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,366.1235046386719,715.82177734375,402.1294860839844,720.1417775154114,36.0059814453125,4.320000171661377,384.1264953613281,717.9817774295807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,29.12,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,459.09228515625,715.82177734375,495.0982666015625,720.1417775154114,36.0059814453125,4.320000171661377,477.09527587890625,717.9817774295807,1,2,10,1.0,0,0,0,0,1,6.0,,0,0,0,,,,,,25.69,150,5,5,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,56.227500915527344,369.1606140136719,148.01368713378906,373.48061418533325,91.78618621826172,4.320000171661377,102.1205940246582,371.32061409950256,1,3,26,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,64.92,150,2,1,1,LABEL,PATIENT'S INTERIM FEEDBACK 1,0.6387,0.6387
cl01,6,label-detector,LABEL,0.85,279.3525085449219,369.1606140136719,364.02630615234375,373.48061418533325,84.67379760742188,4.320000171661377,321.6894073486328,371.32061409950256,1,3,24,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,78.22,150,2,1,1,LABEL,PATIENT'S FINAL FEEDBACK,0.6495,0.6495
cl01,6,label-detector,LABEL,0.85,56.227500915527344,245.35400390625,95.5634994506836,249.67400407791138,39.33599853515625,4.320000171661377,75.89550018310547,247.5140039920807,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.69,150,2,1,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,118.20649719238281,245.35400390625,134.0980987548828,249.67400407791138,15.8916015625,4.320000171661377,126.15229797363281,247.5140039920807,1,1,4,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,42.85,150,2,1,0,,,0.0,0.0
cl01,6,label-detector,LABEL,0.85,56.227500915527344,195.83111572265625,148.01368713378906,200.15111589431763,91.78618621826172,4.320000171661377,102.1205940246582,197.99111580848694,1,3,26,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,12.9,150,1,0,1,LABEL,PATIENT'S INTERIM FEEDBACK 2,0.6387,0.6387
cl01,6,label-detector,LABEL,0.85,56.227500915527344,72.02392578125,95.5634994506836,76.34392595291138,39.33599853515625,4.320000171661377,75.89550018310547,74.18392586708069,1,2,11,1.0,0,0,0,0,0,6.0,,0,0,0,,,,,,7.69,150,4,3,0,,,0.0,0.0
